record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,cost_anomaly
gcp-cost-021-00870,2026-05-30,project-03,bigquery,asia-south1,staging,data,reliability,27.724,5.283,0.47,12.666,40.328,0
gcp-cost-021-00871,2026-05-31,project-08,gke,asia-south1,prod,security,security,93.437,9.193,0.394,195.703,96.483,1
gcp-cost-021-00872,2026-06-01,project-02,gke,europe-west1,staging,security,latency,35.458,11.52,0.472,114.088,72.448,0
gcp-cost-021-00873,2026-06-02,project-22,cloud-run,global,staging,data,reliability,51.144,7.282,0.833,201.775,93.472,1
gcp-cost-021-00874,2026-06-03,project-06,cloud-sql,global,sandbox,mlops,security,28.544,10.081,0.549,25.786,56.488,0
gcp-cost-021-00875,2026-06-04,project-20,compute,us-east1,staging,backend,quality,34.158,8.761,0.569,137.633,72.384,1
gcp-cost-021-00876,2026-06-05,project-17,gke,asia-south1,prod,finops,security,59.582,9.8,0.734,69.791,79.588,1
gcp-cost-021-00877,2026-06-06,project-20,cloud-sql,us-east1,staging,finops,quality,58.068,9.405,0.487,115.464,76.152,0
gcp-cost-021-00878,2026-06-07,project-04,cloud-sql,us-central1,sandbox,finops,latency,39.326,14.232,0.367,56.87,68.111,1
gcp-cost-021-00879,2026-06-08,project-07,cloud-sql,us-east1,sandbox,data,security,32.807,6.488,0.646,177.312,75.089,1
gcp-cost-021-00880,2026-06-09,project-12,gke,us-central1,sandbox,platform,security,53.284,5.118,0.62,276.511,92.616,1
gcp-cost-021-00881,2026-06-10,project-13,pubsub,europe-west1,prod,finops,latency,97.9,8.502,0.49,115.412,88.084,1
gcp-cost-021-00882,2026-06-11,project-14,cloud-sql,us-east1,prod,data,reliability,79.508,13.172,0.838,211.263,100,1
gcp-cost-021-00883,2026-06-12,project-16,vertex-ai,europe-west1,staging,platform,reliability,49.975,19.093,0.481,28.228,82.993,1
gcp-cost-021-00884,2026-06-13,project-13,compute,asia-south1,prod,data,cost,39.826,6.795,0.612,115.339,68.034,1
gcp-cost-021-00885,2026-06-14,project-18,cloud-run,us-east1,dev,data,latency,49.907,6.685,0.674,101.425,71.447,0
gcp-cost-021-00886,2026-06-15,project-15,gke,europe-west1,prod,mlops,reliability,52.428,8.013,0.201,85.759,56.588,1
gcp-cost-021-00887,2026-06-16,project-21,vertex-ai,asia-south1,prod,finops,reliability,66.341,7.046,0.491,14.027,58.891,0
gcp-cost-021-00888,2026-06-17,project-10,pubsub,asia-south1,prod,security,latency,72.485,11.931,0.765,117.698,97.148,1
gcp-cost-021-00889,2026-06-18,project-10,cloud-sql,europe-west1,staging,platform,cost,22.462,18.632,0.679,164.145,99.039,1
gcp-cost-021-00890,2026-06-19,project-04,cloud-sql,europe-west1,prod,data,reliability,57.477,8.793,0.397,120.965,72.17,1
gcp-cost-021-00891,2026-06-20,project-07,cloud-sql,asia-south1,dev,finops,reliability,31.746,10.858,0.735,196.182,90.781,1
gcp-cost-021-00892,2026-06-21,project-15,pubsub,us-central1,staging,security,security,50.093,10.321,0.551,204.471,90.719,1
gcp-cost-021-00893,2026-06-22,project-09,compute,us-central1,dev,backend,quality,60.614,8.765,0.492,123.591,76.91,1
gcp-cost-021-00894,2026-06-23,project-01,compute,global,staging,backend,cost,73.755,3.503,0.559,36.558,58.884,0
gcp-cost-021-00895,2026-06-24,project-20,vertex-ai,global,dev,platform,reliability,49.998,5.693,0.388,27.752,48.41,0
gcp-cost-021-00896,2026-06-25,project-14,cloud-sql,europe-west1,dev,data,security,59.82,13.322,0.618,107.795,89.372,1
gcp-cost-021-00897,2026-06-26,project-20,bigquery,global,dev,data,cost,89.242,11.104,0.548,85.074,88.731,1
gcp-cost-021-00898,2026-06-27,project-18,vertex-ai,global,dev,finops,cost,75.985,13.14,0.412,98.502,86.04,1
gcp-cost-021-00899,2026-06-28,project-13,cloud-run,asia-south1,prod,data,reliability,83.346,11.215,0.585,94.426,89.585,1
gcp-cost-021-00900,2026-06-29,project-06,cloud-sql,us-central1,prod,mlops,quality,43.556,12.943,0.666,81.147,80.589,1
gcp-cost-021-00901,2026-01-01,project-15,gke,us-east1,dev,mlops,reliability,31.794,13.829,0.776,120.048,88.063,1
gcp-cost-021-00902,2026-01-02,project-13,cloud-sql,europe-west1,sandbox,backend,security,25.177,14.878,0.481,179.934,86.603,1
gcp-cost-021-00903,2026-01-03,project-04,compute,europe-west1,dev,security,cost,47.92,15.304,0.808,96.751,94.871,1
gcp-cost-021-00904,2026-01-04,project-05,vertex-ai,us-east1,prod,security,latency,86.802,7.316,0.339,126.041,77.697,1
gcp-cost-021-00905,2026-01-05,project-23,gke,us-central1,prod,data,security,38.233,11.5,0.51,164.147,82.003,1
gcp-cost-021-00906,2026-01-06,project-24,vertex-ai,us-central1,dev,security,latency,23.297,7.286,0.363,67.799,47.747,0
gcp-cost-021-00907,2026-01-07,project-08,cloud-run,us-central1,staging,finops,reliability,22.499,6.266,0.269,146.209,53.232,0
gcp-cost-021-00908,2026-01-08,project-11,pubsub,us-central1,prod,mlops,cost,57.283,6.619,0.401,175.784,75.164,1
gcp-cost-021-00909,2026-01-09,project-11,pubsub,europe-west1,dev,mlops,latency,45.569,10.51,0.633,67.69,72.499,1
gcp-cost-021-00910,2026-01-10,project-16,gke,global,prod,platform,security,86.634,6.362,0.26,118.702,71.577,1
gcp-cost-021-00911,2026-01-11,project-07,cloud-sql,asia-south1,dev,mlops,cost,8.143,7.105,0.68,0.0,43.228,0
gcp-cost-021-00912,2026-01-12,project-11,bigquery,europe-west1,staging,data,security,37.844,6.049,0.489,140.53,64.969,1
gcp-cost-021-00913,2026-01-13,project-18,bigquery,global,prod,mlops,reliability,76.805,11.17,0.333,227.05,97.712,1
gcp-cost-021-00914,2026-01-14,project-19,bigquery,us-east1,prod,finops,quality,55.875,7.423,0.522,147.947,76.722,0
gcp-cost-021-00915,2026-01-15,project-05,bigquery,us-central1,prod,platform,cost,98.54,22.447,0.947,160.942,100,1
gcp-cost-021-00916,2026-01-16,project-18,gke,global,prod,platform,quality,65.269,30.871,0.545,45.062,100,1
gcp-cost-021-00917,2026-01-17,project-04,bigquery,asia-south1,sandbox,backend,security,28.173,8.576,0.391,100.384,58.196,0
gcp-cost-021-00918,2026-01-18,project-14,cloud-sql,asia-south1,dev,data,quality,54.036,16.364,0.529,191.975,100,1
gcp-cost-021-00919,2026-01-19,project-05,cloud-run,us-central1,prod,data,quality,70.668,10.668,0.462,245.738,100,1
gcp-cost-021-00920,2026-01-20,project-22,compute,us-east1,prod,finops,reliability,55.727,16.757,0.401,159.648,95.921,1
gcp-cost-021-00921,2026-01-21,project-24,cloud-sql,us-central1,sandbox,mlops,cost,41.382,13.464,0.388,141.017,80.045,1
gcp-cost-021-00922,2026-01-22,project-17,cloud-run,asia-south1,prod,security,cost,70.574,7.564,0.673,144.048,86.912,1
gcp-cost-021-00923,2026-01-23,project-23,cloud-sql,us-east1,dev,backend,security,54.264,12.179,0.493,180.304,90.959,1
gcp-cost-021-00924,2026-01-24,project-19,gke,us-central1,prod,backend,latency,109.563,16.607,0.625,113.22,100,1
gcp-cost-021-00925,2026-01-25,project-11,bigquery,asia-south1,staging,security,cost,33.721,5.72,0.926,155.09,80.176,1
gcp-cost-021-00926,2026-01-26,project-10,cloud-run,europe-west1,staging,platform,reliability,55.668,6.919,0.287,117.27,62.775,1
gcp-cost-021-00927,2026-01-27,project-12,compute,us-central1,prod,backend,latency,53.502,10.851,0.45,62.278,68.877,1
gcp-cost-021-00928,2026-01-28,project-17,vertex-ai,us-east1,staging,mlops,reliability,48.529,6.909,0.306,59.1,52.435,0
gcp-cost-021-00929,2026-01-29,project-05,cloud-run,global,sandbox,mlops,cost,44.596,9.239,0.698,172.665,86.777,1
gcp-cost-021-00930,2026-01-30,project-03,gke,global,prod,security,reliability,63.066,9.855,0.409,152.907,81.682,1
gcp-cost-021-00931,2026-01-31,project-20,bigquery,us-central1,dev,mlops,quality,14.579,6.803,0.585,233.55,75.511,1
gcp-cost-021-00932,2026-02-01,project-07,vertex-ai,asia-south1,sandbox,mlops,quality,56.643,6.357,0.395,86.328,61.073,0
gcp-cost-021-00933,2026-02-02,project-11,cloud-run,global,sandbox,platform,cost,47.621,19.341,0.492,109.345,94.962,1
gcp-cost-021-00934,2026-02-03,project-16,compute,us-central1,staging,mlops,quality,35.642,7.099,0.683,184.966,79.918,1
gcp-cost-021-00935,2026-02-04,project-24,pubsub,us-east1,prod,security,quality,84.806,9.616,0.768,142.591,99.794,1
gcp-cost-021-00936,2026-02-05,project-21,vertex-ai,us-central1,sandbox,data,reliability,52.741,4.419,0.641,149.318,72.981,0
gcp-cost-021-00937,2026-02-06,project-17,cloud-sql,us-east1,staging,platform,quality,74.038,6.243,0.598,110.173,77.477,1
gcp-cost-021-00938,2026-02-07,project-05,pubsub,global,sandbox,backend,reliability,82.573,11.316,0.545,216.254,100,1
gcp-cost-021-00939,2026-02-08,project-15,gke,asia-south1,prod,finops,reliability,37.631,8.118,0.665,138.84,75.635,1
gcp-cost-021-00940,2026-02-09,project-06,cloud-run,asia-south1,staging,finops,latency,43.045,15.492,0.555,12.011,72.39,1
gcp-cost-021-00941,2026-02-10,project-20,cloud-run,global,staging,backend,latency,33.597,6.473,0.607,41.492,54.159,0
gcp-cost-021-00942,2026-02-11,project-17,pubsub,us-central1,staging,data,security,33.93,8.581,0.33,160.577,66.865,0
gcp-cost-021-00943,2026-02-12,project-03,compute,us-east1,staging,platform,security,20.138,7.251,0.362,89.171,49.641,0
gcp-cost-021-00944,2026-02-13,project-15,pubsub,us-east1,dev,finops,latency,101.208,13.695,0.784,147.681,100,1
gcp-cost-021-00945,2026-02-14,project-24,cloud-sql,europe-west1,prod,backend,reliability,50.134,19.407,0.402,102.233,91.809,1
gcp-cost-021-00946,2026-02-15,project-18,cloud-run,global,prod,mlops,reliability,68.534,8.156,0.622,48.099,71.802,1
gcp-cost-021-00947,2026-02-16,project-23,vertex-ai,europe-west1,prod,finops,quality,58.797,6.467,0.0,209.421,66.209,0
gcp-cost-021-00948,2026-02-17,project-05,bigquery,asia-south1,prod,backend,security,60.887,7.119,0.848,123.819,85.658,1
gcp-cost-021-00949,2026-02-18,project-12,cloud-sql,europe-west1,prod,data,cost,58.124,8.029,0.519,69.381,67.361,0
gcp-cost-021-00950,2026-02-19,project-18,bigquery,us-central1,prod,finops,cost,61.743,13.132,0.675,37.496,81.345,1
gcp-cost-021-00951,2026-02-20,project-02,vertex-ai,us-east1,staging,finops,quality,18.316,8.192,0.655,160.161,71.807,1
gcp-cost-021-00952,2026-02-21,project-21,bigquery,europe-west1,prod,finops,latency,62.151,5.038,0.455,167.029,73.792,1
gcp-cost-021-00953,2026-02-22,project-13,gke,global,dev,security,quality,37.955,14.451,0.439,88.172,75.227,1
gcp-cost-021-00954,2026-02-23,project-20,cloud-run,us-central1,staging,security,quality,27.663,6.962,0.753,179.328,78.434,1
gcp-cost-021-00955,2026-02-24,project-19,gke,us-central1,prod,platform,security,55.725,5.603,0.831,134.489,81.275,1
gcp-cost-021-00956,2026-02-25,project-03,compute,europe-west1,prod,backend,latency,73.237,7.699,0.595,92.698,77.941,1
gcp-cost-021-00957,2026-02-26,project-02,cloud-sql,us-central1,prod,data,security,72.976,13.539,0.51,48.779,82.096,1
gcp-cost-021-00958,2026-02-27,project-19,bigquery,asia-south1,prod,backend,cost,79.054,6.92,0.608,191.064,92.959,1
gcp-cost-021-00959,2026-02-28,project-05,pubsub,us-east1,dev,mlops,reliability,42.222,8.639,0.306,160.921,69.113,0
gcp-cost-021-00960,2026-03-01,project-01,cloud-sql,europe-west1,prod,platform,security,40.024,13.806,0.453,99.722,76.62,1
gcp-cost-021-00961,2026-03-02,project-19,cloud-run,europe-west1,dev,security,reliability,27.593,17.233,0.679,150.474,95.577,1
gcp-cost-021-00962,2026-03-03,project-05,compute,us-east1,prod,backend,reliability,66.625,7.792,0.265,163.376,74.601,1
gcp-cost-021-00963,2026-03-04,project-08,vertex-ai,us-central1,staging,security,quality,6.985,14.167,0.212,153.6,65.321,1
gcp-cost-021-00964,2026-03-05,project-19,cloud-run,us-east1,dev,platform,cost,50.974,11.046,0.617,150.008,87.086,1
gcp-cost-021-00965,2026-03-06,project-05,vertex-ai,us-east1,staging,platform,cost,11.401,8.121,0.683,140.403,67.32,1
gcp-cost-021-00966,2026-03-07,project-01,compute,global,sandbox,security,latency,41.843,11.487,0.339,66.031,62.943,0
gcp-cost-021-00967,2026-03-08,project-09,pubsub,us-east1,dev,finops,quality,60.568,6.456,0.463,94.517,66.252,1
gcp-cost-021-00968,2026-03-09,project-14,vertex-ai,asia-south1,dev,mlops,latency,56.344,9.165,0.564,165.908,85.04,1
gcp-cost-021-00969,2026-03-10,project-20,cloud-sql,asia-south1,prod,mlops,latency,52.446,8.886,0.543,125.958,76.464,1
gcp-cost-021-00970,2026-03-11,project-24,pubsub,europe-west1,prod,backend,reliability,61.638,8.286,0.606,150.505,84.066,1
gcp-cost-021-00971,2026-03-12,project-21,cloud-sql,us-east1,dev,security,latency,16.214,4.908,0.887,92.846,61.712,0
gcp-cost-021-00972,2026-03-13,project-13,cloud-run,us-east1,dev,data,security,49.721,7.377,0.629,26.468,60.49,0
gcp-cost-021-00973,2026-03-14,project-03,gke,us-central1,prod,security,quality,53.106,5.758,0.418,72.276,57.193,0
gcp-cost-021-00974,2026-03-15,project-01,cloud-sql,us-east1,dev,data,quality,6.996,22.7,0.421,109.022,86.049,1
gcp-cost-021-00975,2026-03-16,project-16,cloud-run,us-east1,prod,platform,cost,94.136,14.182,0.496,126.561,100,1
gcp-cost-021-00976,2026-03-17,project-13,cloud-run,global,dev,security,quality,76.029,14.885,0.492,131.878,97.794,1
gcp-cost-021-00977,2026-03-18,project-24,cloud-run,us-central1,sandbox,platform,security,66.02,8.829,0.404,7.243,58.904,0
gcp-cost-021-00978,2026-03-19,project-12,pubsub,europe-west1,prod,finops,latency,90.938,12.878,0.579,149.098,100,1
gcp-cost-021-00979,2026-03-20,project-16,cloud-sql,global,prod,security,cost,54.876,11.162,0.613,70.918,77.048,0
gcp-cost-021-00980,2026-03-21,project-17,bigquery,europe-west1,prod,finops,latency,83.281,12.185,0.301,155.745,90.828,1
gcp-cost-021-00981,2026-03-22,project-10,cloud-run,global,staging,finops,quality,25.532,6.583,0.13,58.727,37.411,0
gcp-cost-021-00982,2026-03-23,project-02,compute,us-east1,sandbox,security,latency,52.397,6.044,0.39,67.107,55.878,0
gcp-cost-021-00983,2026-03-24,project-24,cloud-run,europe-west1,dev,mlops,latency,39.37,10.992,0.631,78.263,72.926,1
gcp-cost-021-00984,2026-03-25,project-01,pubsub,us-central1,staging,platform,cost,89.689,6.191,0.635,147.301,89.543,1
gcp-cost-021-00985,2026-03-26,project-21,vertex-ai,asia-south1,prod,backend,cost,58.005,14.266,0.697,148.148,99.589,1
gcp-cost-021-00986,2026-03-27,project-06,cloud-run,global,sandbox,security,quality,56.402,13.412,0.628,223.86,100,1
gcp-cost-021-00987,2026-03-28,project-15,compute,asia-south1,prod,backend,reliability,32.588,7.168,0.507,144.503,66.949,0
gcp-cost-021-00988,2026-03-29,project-17,bigquery,asia-south1,prod,mlops,security,81.974,3.984,0.634,148.903,81.892,1
gcp-cost-021-00989,2026-03-30,project-14,compute,asia-south1,dev,data,reliability,34.329,11.466,0.464,126.553,73.465,1
gcp-cost-021-00990,2026-03-31,project-06,vertex-ai,us-east1,staging,platform,security,9.79,6.33,0.559,137.614,57.83,0
gcp-cost-021-00991,2026-04-01,project-03,cloud-sql,us-central1,staging,security,cost,66.095,4.973,0.627,158.364,79.777,1
gcp-cost-021-00992,2026-04-02,project-14,cloud-sql,europe-west1,prod,finops,latency,71.998,13.747,0.484,111.458,90.47,1
gcp-cost-021-00993,2026-04-03,project-09,pubsub,asia-south1,sandbox,mlops,security,32.381,8.391,0.419,90.83,58.823,1
gcp-cost-021-00994,2026-04-04,project-18,gke,us-east1,dev,security,cost,43.546,17.602,0.755,116.652,99.749,1
gcp-cost-021-00995,2026-04-05,project-16,cloud-run,global,prod,backend,latency,82.025,5.035,0.327,166.984,76.254,1
gcp-cost-021-00996,2026-04-06,project-04,vertex-ai,asia-south1,staging,backend,cost,69.04,5.377,0.816,92.888,78.817,1
gcp-cost-021-00997,2026-04-07,project-03,compute,us-east1,dev,data,reliability,56.075,16.811,0.639,87.243,93.94,1
gcp-cost-021-00998,2026-04-08,project-03,compute,us-east1,dev,platform,quality,36.054,5.077,0.557,79.262,55.519,0
gcp-cost-021-00999,2026-04-09,project-10,cloud-run,asia-south1,sandbox,finops,latency,59.132,8.646,0.609,59.13,70.808,1
gcp-cost-021-01000,2026-04-10,project-11,gke,global,dev,finops,reliability,65.523,3.564,0.693,83.601,67.696,1
