record_id,event_date,project_name,service_name,gcp_region,environment,owning_team,signal_category,metric_a,metric_b,metric_c,metric_d,risk_score,pipeline_failed
devops-ci-086-00888,2026-06-17,project-10,pubsub,us-east1,prod,security,reliability,53.257,12.226,0.779,101.491,89.233,1
devops-ci-086-00889,2026-06-18,project-01,bigquery,us-central1,sandbox,platform,quality,14.728,6.194,0.737,106.109,60.877,0
devops-ci-086-00890,2026-06-19,project-12,cloud-sql,global,sandbox,backend,security,53.08,9.91,0.515,140.543,80.222,1
devops-ci-086-00891,2026-06-20,project-21,pubsub,asia-south1,staging,mlops,latency,28.355,12.956,0.227,123.817,66.157,1
devops-ci-086-00892,2026-06-21,project-02,vertex-ai,asia-south1,dev,mlops,latency,27.158,9.227,0.645,126.922,72.119,1
devops-ci-086-00893,2026-06-22,project-06,vertex-ai,global,prod,mlops,security,76.844,5.699,0.759,120.627,84.35,1
devops-ci-086-00894,2026-06-23,project-21,cloud-sql,us-east1,sandbox,data,quality,71.287,6.175,0.483,97.581,70.494,0
devops-ci-086-00895,2026-06-24,project-08,vertex-ai,global,prod,platform,quality,76.501,5.483,0.812,178.026,93.951,1
devops-ci-086-00896,2026-06-25,project-07,gke,asia-south1,prod,data,latency,96.905,26.767,0.66,74.042,100,1
devops-ci-086-00897,2026-06-26,project-20,gke,global,sandbox,finops,reliability,6.482,9.886,0.363,110.661,54.179,0
devops-ci-086-00898,2026-06-27,project-15,cloud-sql,us-east1,dev,platform,reliability,45.825,9.911,0.609,176.362,86.199,1
devops-ci-086-00899,2026-06-28,project-21,bigquery,us-central1,prod,backend,latency,94.172,27.199,0.665,104.874,100,1
devops-ci-086-00900,2026-06-29,project-15,compute,europe-west1,dev,finops,security,38.705,7.639,0.638,88.357,66.586,1
devops-ci-086-00901,2026-01-01,project-23,vertex-ai,global,staging,mlops,security,30.239,6.964,0.458,170.196,67.683,0
devops-ci-086-00902,2026-01-02,project-13,cloud-sql,europe-west1,staging,finops,quality,35.108,7.082,0.561,99.789,63.0,0
devops-ci-086-00903,2026-01-03,project-12,gke,europe-west1,prod,mlops,latency,77.784,6.302,0.512,159.116,83.053,1
devops-ci-086-00904,2026-01-04,project-05,gke,global,staging,data,quality,27.771,14.12,0.617,72.762,74.873,1
devops-ci-086-00905,2026-01-05,project-18,gke,us-east1,sandbox,mlops,security,50.303,12.393,0.57,85.628,78.96,1
devops-ci-086-00906,2026-01-06,project-06,bigquery,us-central1,prod,backend,security,50.899,11.272,0.49,108.699,77.118,1
devops-ci-086-00907,2026-01-07,project-24,pubsub,europe-west1,staging,mlops,latency,18.306,17.553,0.697,183.389,98.503,1
devops-ci-086-00908,2026-01-08,project-06,pubsub,us-central1,dev,finops,cost,52.514,6.197,0.568,99.227,67.19,1
devops-ci-086-00909,2026-01-09,project-24,cloud-run,asia-south1,prod,security,latency,93.179,10.71,0.793,190.254,100,1
devops-ci-086-00910,2026-01-10,project-07,bigquery,europe-west1,prod,finops,security,76.246,8.958,0.365,177.721,86.281,1
devops-ci-086-00911,2026-01-11,project-23,compute,asia-south1,prod,mlops,reliability,64.677,10.736,0.465,156.365,86.766,1
devops-ci-086-00912,2026-01-12,project-01,compute,us-east1,dev,finops,quality,63.555,9.955,0.266,108.461,70.6,0
devops-ci-086-00913,2026-01-13,project-08,pubsub,europe-west1,staging,mlops,cost,30.165,6.57,0.483,113.249,59.308,0
devops-ci-086-00914,2026-01-14,project-24,pubsub,us-east1,prod,data,latency,50.911,10.755,0.611,264.631,100,1
devops-ci-086-00915,2026-01-15,project-11,gke,asia-south1,staging,backend,quality,59.734,4.873,0.513,120.555,67.813,0
devops-ci-086-00916,2026-01-16,project-24,cloud-run,europe-west1,prod,finops,cost,50.376,15.999,0.595,147.378,97.28,1
devops-ci-086-00917,2026-01-17,project-13,gke,us-central1,staging,finops,security,15.512,8.852,0.475,106.961,58.307,1
devops-ci-086-00918,2026-01-18,project-04,bigquery,europe-west1,dev,backend,quality,54.327,3.779,0.745,157.1,76.818,1
devops-ci-086-00919,2026-01-19,project-23,pubsub,asia-south1,sandbox,security,quality,23.144,13.092,0.929,54.371,79.093,1
devops-ci-086-00920,2026-01-20,project-06,compute,europe-west1,prod,mlops,cost,83.394,5.974,0.36,166.281,79.977,1
devops-ci-086-00921,2026-01-21,project-13,bigquery,asia-south1,dev,security,quality,46.012,10.005,0.633,91.438,74.939,1
devops-ci-086-00922,2026-01-22,project-12,compute,us-central1,dev,security,quality,57.837,6.996,0.633,174.462,84.164,1
devops-ci-086-00923,2026-01-23,project-06,gke,europe-west1,sandbox,platform,latency,36.369,12.217,0.728,223.418,99.297,1
devops-ci-086-00924,2026-01-24,project-16,vertex-ai,asia-south1,sandbox,backend,cost,60.094,13.64,0.916,115.918,100,1
devops-ci-086-00925,2026-01-25,project-01,cloud-run,global,staging,mlops,reliability,20.37,11.183,0.578,44.897,60.001,1
devops-ci-086-00926,2026-01-26,project-10,gke,global,sandbox,security,cost,50.152,10.242,0.454,139.203,77.642,1
devops-ci-086-00927,2026-01-27,project-17,pubsub,asia-south1,prod,backend,latency,52.298,8.228,0.518,174.794,81.124,1
devops-ci-086-00928,2026-01-28,project-21,cloud-run,us-central1,prod,security,cost,90.217,6.214,0.532,88.276,77.569,1
devops-ci-086-00929,2026-01-29,project-01,cloud-sql,us-central1,dev,finops,latency,56.54,11.554,0.216,109.597,70.291,0
devops-ci-086-00930,2026-01-30,project-24,bigquery,global,prod,security,quality,95.552,8.632,0.455,182.99,96.196,1
devops-ci-086-00931,2026-01-31,project-20,compute,europe-west1,sandbox,backend,latency,59.042,20.832,0.413,182.675,100,1
devops-ci-086-00932,2026-02-01,project-16,gke,asia-south1,dev,finops,reliability,53.695,5.222,0.8,182.349,85.57,1
devops-ci-086-00933,2026-02-02,project-03,bigquery,europe-west1,prod,data,security,64.818,6.436,0.314,202.155,78.175,1
devops-ci-086-00934,2026-02-03,project-05,cloud-run,europe-west1,prod,security,latency,59.005,15.24,0.747,184.862,100,1
devops-ci-086-00935,2026-02-04,project-24,bigquery,global,prod,platform,quality,83.591,8.55,0.746,98.367,89.662,1
devops-ci-086-00936,2026-02-05,project-06,bigquery,asia-south1,dev,data,security,35.592,11.758,0.65,70.623,72.942,1
devops-ci-086-00937,2026-02-06,project-08,cloud-run,asia-south1,prod,backend,quality,104.661,18.375,0.52,170.292,100,1
devops-ci-086-00938,2026-02-07,project-05,cloud-run,us-east1,prod,data,cost,55.866,7.257,0.447,128.195,70.826,1
devops-ci-086-00939,2026-02-08,project-15,gke,europe-west1,staging,backend,latency,50.759,9.114,0.343,121.868,68.809,1
devops-ci-086-00940,2026-02-09,project-23,gke,asia-south1,staging,platform,quality,40.607,7.388,0.562,83.432,63.288,0
devops-ci-086-00941,2026-02-10,project-15,pubsub,europe-west1,staging,security,latency,44.984,19.95,0.467,159.154,100,1
devops-ci-086-00942,2026-02-11,project-04,gke,us-east1,prod,platform,cost,79.711,6.457,0.607,110.058,80.26,1
devops-ci-086-00943,2026-02-12,project-01,bigquery,us-east1,prod,mlops,reliability,84.191,16.863,0.264,81.659,89.962,1
devops-ci-086-00944,2026-02-13,project-14,vertex-ai,asia-south1,dev,mlops,cost,74.83,10.841,0.684,140.831,95.964,1
devops-ci-086-00945,2026-02-14,project-04,compute,asia-south1,prod,backend,latency,89.115,5.547,0.334,74.559,66.696,1
devops-ci-086-00946,2026-02-15,project-10,cloud-sql,us-east1,sandbox,backend,reliability,62.943,7.119,1.043,30.33,79.569,1
devops-ci-086-00947,2026-02-16,project-23,bigquery,asia-south1,dev,mlops,cost,46.961,6.424,0.512,149.253,71.112,1
devops-ci-086-00948,2026-02-17,project-20,vertex-ai,global,sandbox,data,security,56.92,11.478,0.726,131.3,91.262,1
devops-ci-086-00949,2026-02-18,project-04,cloud-run,asia-south1,staging,platform,reliability,43.777,9.987,0.662,140.776,82.325,1
devops-ci-086-00950,2026-02-19,project-05,bigquery,asia-south1,staging,backend,security,29.453,6.728,0.468,73.205,53.063,0
devops-ci-086-00951,2026-02-20,project-13,pubsub,us-central1,prod,data,quality,58.386,4.464,0.78,220.914,90.368,1
devops-ci-086-00952,2026-02-21,project-23,gke,europe-west1,prod,security,security,33.885,5.61,0.659,60.636,56.858,0
devops-ci-086-00953,2026-02-22,project-07,cloud-sql,europe-west1,prod,finops,quality,52.434,17.132,0.707,175.624,100,1
devops-ci-086-00954,2026-02-23,project-01,cloud-run,europe-west1,dev,data,cost,33.64,9.761,0.58,164.712,78.87,1
devops-ci-086-00955,2026-02-24,project-11,compute,us-east1,dev,backend,cost,21.427,11.908,0.552,105.622,70.008,1
devops-ci-086-00956,2026-02-25,project-02,bigquery,europe-west1,prod,mlops,latency,40.835,9.955,0.476,86.471,66.791,0
devops-ci-086-00957,2026-02-26,project-05,bigquery,asia-south1,prod,security,security,69.69,9.44,0.566,110.744,82.378,1
devops-ci-086-00958,2026-02-27,project-06,cloud-run,global,dev,mlops,security,46.643,10.297,0.575,160.445,83.875,1
devops-ci-086-00959,2026-02-28,project-17,pubsub,asia-south1,prod,platform,latency,55.936,9.711,0.523,156.33,83.34,1
devops-ci-086-00960,2026-03-01,project-23,cloud-run,us-central1,sandbox,platform,security,48.043,8.082,0.469,120.335,69.637,1
devops-ci-086-00961,2026-03-02,project-07,bigquery,us-east1,sandbox,mlops,latency,62.425,6.303,0.229,131.364,63.728,1
devops-ci-086-00962,2026-03-03,project-19,vertex-ai,europe-west1,prod,finops,reliability,49.803,8.044,0.879,82.972,79.065,1
devops-ci-086-00963,2026-03-04,project-02,cloud-sql,us-east1,staging,finops,reliability,22.599,9.635,0.858,179.994,86.67,1
devops-ci-086-00964,2026-03-05,project-18,gke,asia-south1,dev,data,security,27.476,7.915,0.503,116.744,62.715,0
devops-ci-086-00965,2026-03-06,project-14,compute,us-central1,prod,data,reliability,39.748,11.736,0.843,158.19,93.87,1
devops-ci-086-00966,2026-03-07,project-04,compute,europe-west1,sandbox,security,quality,64.451,12.15,0.416,236.827,100,1
devops-ci-086-00967,2026-03-08,project-17,cloud-sql,us-central1,prod,backend,security,61.553,6.194,0.333,67.781,57.536,0
devops-ci-086-00968,2026-03-09,project-21,cloud-run,us-central1,sandbox,mlops,quality,42.336,7.09,0.289,13.95,43.51,0
devops-ci-086-00969,2026-03-10,project-04,cloud-sql,global,dev,backend,security,23.645,7.692,0.916,239.919,93.272,1
devops-ci-086-00970,2026-03-11,project-20,compute,us-central1,prod,data,security,69.573,6.794,0.805,87.95,81.204,1
devops-ci-086-00971,2026-03-12,project-04,pubsub,europe-west1,dev,mlops,latency,62.29,6.416,0.534,182.481,82.074,1
devops-ci-086-00972,2026-03-13,project-19,bigquery,us-east1,dev,mlops,latency,53.203,10.644,0.782,119.347,88.232,1
devops-ci-086-00973,2026-03-14,project-08,bigquery,global,dev,platform,latency,50.611,3.756,0.332,131.061,57.211,0
devops-ci-086-00974,2026-03-15,project-08,gke,us-central1,prod,security,quality,44.705,9.098,0.589,125.667,75.817,1
devops-ci-086-00975,2026-03-16,project-11,cloud-run,us-central1,prod,backend,reliability,64.278,10.022,0.415,146.03,81.703,1
devops-ci-086-00976,2026-03-17,project-20,vertex-ai,asia-south1,dev,backend,cost,32.52,13.865,0.626,26.306,69.48,1
devops-ci-086-00977,2026-03-18,project-05,pubsub,asia-south1,prod,mlops,cost,57.984,7.266,0.704,152.318,84.101,1
devops-ci-086-00978,2026-03-19,project-14,compute,global,prod,security,security,74.499,7.44,0.539,98.473,76.66,0
devops-ci-086-00979,2026-03-20,project-05,pubsub,asia-south1,dev,backend,reliability,63.644,8.178,0.312,175.986,77.942,1
devops-ci-086-00980,2026-03-21,project-01,gke,us-east1,prod,backend,cost,66.728,16.629,0.591,113.644,99.414,1
devops-ci-086-00981,2026-03-22,project-10,bigquery,global,sandbox,backend,quality,45.03,12.718,0.584,135.498,85.636,1
devops-ci-086-00982,2026-03-23,project-07,compute,us-central1,dev,finops,cost,57.752,7.855,0.51,193.044,84.544,1
devops-ci-086-00983,2026-03-24,project-07,compute,asia-south1,dev,security,reliability,67.779,3.862,0.204,96.677,53.973,0
devops-ci-086-00984,2026-03-25,project-15,cloud-run,us-east1,dev,mlops,security,28.501,8.377,0.327,33.706,45.882,0
devops-ci-086-00985,2026-03-26,project-24,vertex-ai,us-east1,sandbox,finops,cost,64.552,13.566,0.639,147.992,98.194,1
devops-ci-086-00986,2026-03-27,project-07,compute,global,dev,data,latency,13.818,5.144,0.482,153.673,56.12,0
devops-ci-086-00987,2026-03-28,project-02,bigquery,asia-south1,sandbox,mlops,latency,29.391,10.086,0.612,84.181,67.517,0
devops-ci-086-00988,2026-03-29,project-14,cloud-run,europe-west1,prod,backend,quality,47.903,5.837,0.845,46.601,66.757,0
devops-ci-086-00989,2026-03-30,project-06,compute,europe-west1,sandbox,backend,reliability,9.894,7.623,0.345,225.452,66.203,1
devops-ci-086-00990,2026-03-31,project-07,cloud-sql,us-east1,dev,finops,reliability,60.721,7.516,0.249,221.658,79.83,1
devops-ci-086-00991,2026-04-01,project-04,pubsub,global,prod,mlops,reliability,50.642,7.149,0.868,233.066,98.774,1
devops-ci-086-00992,2026-04-02,project-04,gke,us-central1,staging,finops,quality,45.236,10.259,0.563,61.721,68.476,0
devops-ci-086-00993,2026-04-03,project-22,compute,global,prod,backend,latency,76.953,11.679,0.416,112.802,85.195,1
devops-ci-086-00994,2026-04-04,project-17,pubsub,us-east1,prod,mlops,cost,64.014,13.32,0.77,119.217,97.821,1
devops-ci-086-00995,2026-04-05,project-21,cloud-sql,us-central1,dev,data,latency,48.963,8.226,0.583,93.604,70.387,0
devops-ci-086-00996,2026-04-06,project-16,cloud-sql,us-east1,sandbox,platform,cost,62.11,10.682,0.524,142.981,85.855,1
devops-ci-086-00997,2026-04-07,project-10,vertex-ai,asia-south1,prod,finops,quality,76.051,15.124,0.533,124.775,98.759,1
devops-ci-086-00998,2026-04-08,project-08,compute,global,prod,finops,security,42.676,10.833,0.402,142.738,75.1,1
devops-ci-086-00999,2026-04-09,project-09,gke,europe-west1,sandbox,platform,cost,70.284,4.192,0.545,125.317,71.731,1
devops-ci-086-01000,2026-04-10,project-15,cloud-run,us-central1,dev,security,latency,60.68,23.387,0.386,23.285,92.713,1
