evaluation_id,evaluation_timestamp,question_domain,prompt_template_version,model_name,retrieval_top_k,retrieved_context_count,context_relevance_score,groundedness_score,answer_similarity_score,citation_coverage_pct,response_latency_ms,input_tokens,output_tokens,estimated_cost_usd,hallucination_flag,evaluation_passed
rag-eval-000173,2026-01-02T07:32:00+00:00,cloud-run,v2,openai-gpt-4o-mini,10,10,0.542,0.754,0.654,87.72,947,1316,708,0.00349,0,1
rag-eval-000174,2026-01-02T07:43:00+00:00,terraform,v1,gemini-1.5-flash,5,4,1,1,0.93,100,1070,686,324,0.00203,0,1
rag-eval-000175,2026-01-02T07:54:00+00:00,vertex-ai,v1,gemini-1.5-pro,3,1,0.842,0.791,0.784,76.51,406,1206,363,0.00279,0,1
rag-eval-000176,2026-01-02T08:05:00+00:00,terraform,v2,openai-gpt-4o-mini,5,4,0.648,0.733,0.845,71.4,1127,1114,353,0.00277,0,1
rag-eval-000177,2026-01-02T08:16:00+00:00,monitoring,v2,claude-haiku,5,4,0.812,0.625,0.653,51.28,1466,1031,497,0.00424,0,0
rag-eval-000178,2026-01-02T08:27:00+00:00,gke,v2,openai-gpt-4o-mini,3,2,0.769,0.723,0.669,91.86,1016,792,438,0.00182,0,1
rag-eval-000179,2026-01-02T08:38:00+00:00,vertex-ai,v3,gemini-1.5-flash,5,3,0.982,0.901,0.992,89.3,1294,993,575,0.00218,0,1
rag-eval-000180,2026-01-02T08:49:00+00:00,monitoring,v1,gemini-1.5-pro,8,6,0.711,0.602,0.647,71.72,1590,1092,520,0.00539,0,0
rag-eval-000181,2026-01-02T09:00:00+00:00,gke,v1,gemini-1.5-flash,10,9,0.614,0.588,0.544,48.14,1225,1413,620,0.00118,0,0
rag-eval-000182,2026-01-02T09:11:00+00:00,cloud-run,v1,openai-gpt-4o-mini,8,6,0.623,0.761,0.907,96.02,1056,1295,465,0.00394,0,1
rag-eval-000183,2026-01-02T09:22:00+00:00,monitoring,v3,openai-gpt-4o-mini,5,2,0.51,0.47,0.375,52.44,1122,982,478,0.00079,1,0
rag-eval-000184,2026-01-02T09:33:00+00:00,monitoring,v2,gemini-1.5-pro,3,1,0.643,0.887,0.736,97.94,1075,598,275,0.00293,0,1
rag-eval-000185,2026-01-02T09:44:00+00:00,terraform,v2,gemini-1.5-flash,8,5,0.683,0.671,0.735,80.38,1488,1197,555,0.00157,0,1
rag-eval-000186,2026-01-02T09:55:00+00:00,cloud-run,v2,openai-gpt-4o-mini,8,6,0.991,0.986,0.992,100,882,921,379,0.00101,0,1
rag-eval-000187,2026-01-02T10:06:00+00:00,gke,v1,openai-gpt-4o-mini,10,8,0.425,0.508,0.555,50.81,1667,1875,826,0.00494,1,0
rag-eval-000188,2026-01-02T10:17:00+00:00,vertex-ai,v1,gemini-1.5-flash,10,8,0.953,0.835,0.505,100,1511,1352,689,0.00226,0,1
rag-eval-000189,2026-01-02T10:28:00+00:00,bigquery,v2,openai-gpt-4o-mini,8,7,1,0.807,0.809,63.02,1666,1085,486,0.00209,1,0
rag-eval-000190,2026-01-02T10:39:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,10,7,0.715,0.639,0.512,72.74,821,1068,429,0.00351,0,0
rag-eval-000191,2026-01-02T10:50:00+00:00,security,v1,claude-haiku,8,3,0.607,0.586,0.667,53.63,1082,1115,378,0.00201,0,0
rag-eval-000192,2026-01-02T11:01:00+00:00,gke,v2,openai-gpt-4o-mini,5,6,0.648,0.361,0.177,45.03,1081,823,319,0.00051,1,0
rag-eval-000193,2026-01-02T11:12:00+00:00,terraform,v2,gemini-1.5-pro,3,1,0.811,0.941,1,95.95,1036,796,308,0.00238,0,1
rag-eval-000194,2026-01-02T11:23:00+00:00,vertex-ai,v3,gemini-1.5-pro,5,5,0.764,0.709,0.781,67.93,1157,1012,516,0.00226,0,1
rag-eval-000195,2026-01-02T11:34:00+00:00,security,v1,openai-gpt-4o-mini,10,9,0.552,0.655,0.844,52.35,1407,1198,448,0.00596,0,1
rag-eval-000196,2026-01-02T11:45:00+00:00,bigquery,v1,gemini-1.5-flash,5,5,0.917,0.892,0.997,83.92,1456,1052,540,0.00201,0,1
rag-eval-000197,2026-01-02T11:56:00+00:00,bigquery,v3,gemini-1.5-flash,5,3,0.644,0.527,0.306,55.38,1272,878,541,0.00056,1,0
rag-eval-000198,2026-01-02T12:07:00+00:00,vertex-ai,v1,claude-haiku,5,4,0.844,0.744,0.66,62.16,1186,664,257,0.00292,0,1
rag-eval-000199,2026-01-02T12:18:00+00:00,cloud-run,v1,openai-gpt-4o-mini,10,10,0.767,0.868,0.98,100,1361,1228,748,0.00427,0,1
rag-eval-000200,2026-01-02T12:29:00+00:00,monitoring,v3,gemini-1.5-flash,8,6,0.993,1,0.979,100,1044,1186,577,0.00352,1,0
rag-eval-000201,2026-01-02T12:40:00+00:00,security,v1,gemini-1.5-pro,5,3,0.34,0.239,0.156,16.29,928,904,418,0.0026,1,0
rag-eval-000202,2026-01-02T12:51:00+00:00,vertex-ai,v3,gemini-1.5-flash,5,5,0.882,0.919,0.923,100,1115,696,444,0.00127,0,1
rag-eval-000203,2026-01-02T13:02:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,8,6,0.568,0.782,0.75,98.51,998,1059,391,0.00215,0,1
rag-eval-000204,2026-01-02T13:13:00+00:00,cloud-run,v2,gemini-1.5-pro,5,3,0.701,0.669,0.807,71.13,913,1067,494,0.00405,0,1
rag-eval-000205,2026-01-02T13:24:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,10,9,0.737,0.521,0.727,58.91,1384,1341,589,0.00122,1,0
rag-eval-000206,2026-01-02T13:35:00+00:00,vertex-ai,v1,claude-haiku,3,2,1,1,0.999,100,1034,451,313,0.00114,0,1
rag-eval-000207,2026-01-02T13:46:00+00:00,gke,v1,gemini-1.5-flash,5,2,1,1,1,100,1470,1036,480,0.00218,0,1
rag-eval-000208,2026-01-02T13:57:00+00:00,monitoring,v1,gemini-1.5-pro,8,6,0.941,0.925,0.822,79.8,1647,1067,539,0.00378,0,1
rag-eval-000209,2026-01-02T14:08:00+00:00,gke,v3,gemini-1.5-pro,8,8,0.69,0.914,0.978,95.29,782,917,590,0.00181,0,1
rag-eval-000210,2026-01-02T14:19:00+00:00,monitoring,v2,claude-haiku,5,5,0.63,0.517,0.277,61.8,1116,975,422,0.00186,1,0
rag-eval-000211,2026-01-02T14:30:00+00:00,bigquery,v2,gemini-1.5-pro,3,2,0.681,0.889,0.942,98.1,1094,819,425,0.00441,0,1
rag-eval-000212,2026-01-02T14:41:00+00:00,cloud-run,v2,claude-haiku,8,8,0.721,0.723,0.688,78.8,1213,1439,774,0.00516,1,0
rag-eval-000213,2026-01-02T14:52:00+00:00,cloud-run,v3,gemini-1.5-flash,5,4,0.642,0.92,0.936,87.03,907,963,325,0.00125,0,1
rag-eval-000214,2026-01-02T15:03:00+00:00,bigquery,v1,gemini-1.5-flash,8,8,0.823,0.648,0.638,74.0,1578,1189,697,0.00202,0,0
rag-eval-000215,2026-01-02T15:14:00+00:00,vertex-ai,v2,gemini-1.5-pro,10,8,0.507,0.37,0.59,28.43,1530,860,421,0.00198,1,0
rag-eval-000216,2026-01-02T15:25:00+00:00,cloud-run,v3,gemini-1.5-pro,5,5,0.864,0.879,1,81.53,1230,946,343,0.00364,0,1
rag-eval-000217,2026-01-02T15:36:00+00:00,gke,v2,gemini-1.5-pro,8,7,0.717,0.979,0.976,93.06,1207,921,495,0.0027,0,1
rag-eval-000218,2026-01-02T15:47:00+00:00,bigquery,v2,gemini-1.5-flash,10,10,0.648,0.617,0.444,62.9,1576,1206,431,0.00399,0,0
rag-eval-000219,2026-01-02T15:58:00+00:00,gke,v1,gemini-1.5-flash,3,2,0.635,0.773,0.701,66.16,1371,780,360,0.00128,0,1
rag-eval-000220,2026-01-02T16:09:00+00:00,monitoring,v1,openai-gpt-4o-mini,3,1,0.917,0.915,1,99.89,1294,823,553,0.00181,0,1
rag-eval-000221,2026-01-02T16:20:00+00:00,monitoring,v2,openai-gpt-4o-mini,5,1,0.464,0.582,0.404,43.22,1157,1106,352,0.00405,1,0
rag-eval-000222,2026-01-02T16:31:00+00:00,security,v3,gemini-1.5-flash,8,6,0.641,0.565,0.54,53.27,1521,926,433,0.00028,0,0
rag-eval-000223,2026-01-02T16:42:00+00:00,terraform,v2,gemini-1.5-flash,10,10,0.774,0.629,0.79,58.58,1338,1641,629,0.00465,0,0
rag-eval-000224,2026-01-02T16:53:00+00:00,vertex-ai,v3,gemini-1.5-flash,3,2,0.832,0.658,0.79,46.98,1214,538,283,0.00223,0,1
rag-eval-000225,2026-01-02T17:04:00+00:00,bigquery,v3,gemini-1.5-pro,8,6,0.72,0.76,0.669,77.01,1666,1340,405,0.00249,0,1
rag-eval-000226,2026-01-02T17:15:00+00:00,bigquery,v1,gemini-1.5-pro,3,1,0.735,0.741,0.648,60.47,976,452,160,0.00014,0,1
rag-eval-000227,2026-01-02T17:26:00+00:00,bigquery,v2,claude-haiku,10,8,0.77,0.761,0.825,71.09,1231,1318,696,0.00059,0,1
rag-eval-000228,2026-01-02T17:37:00+00:00,gke,v2,claude-haiku,8,6,0.786,0.764,0.741,68.49,1156,1309,599,0.0012,0,1
rag-eval-000229,2026-01-02T17:48:00+00:00,security,v3,openai-gpt-4o-mini,3,2,0.585,0.816,0.81,79.3,941,940,378,0.00288,0,1
rag-eval-000230,2026-01-02T17:59:00+00:00,terraform,v3,openai-gpt-4o-mini,10,9,0.678,0.706,0.658,52.33,1545,1022,673,0.00262,0,1
rag-eval-000231,2026-01-02T18:10:00+00:00,monitoring,v2,gemini-1.5-pro,3,1,0.602,0.478,0.689,47.98,1301,750,245,0.00257,1,0
rag-eval-000232,2026-01-02T18:21:00+00:00,cloud-run,v2,claude-haiku,10,10,0.848,0.666,0.779,64.25,1851,1366,573,0.00042,0,0
rag-eval-000233,2026-01-02T18:32:00+00:00,cloud-run,v2,gemini-1.5-pro,10,11,0.462,0.366,0.315,48.91,1515,1365,567,0.00543,1,0
rag-eval-000234,2026-01-02T18:43:00+00:00,terraform,v1,openai-gpt-4o-mini,5,3,0.619,0.567,0.501,52.47,1312,721,307,0.0023,0,0
rag-eval-000235,2026-01-02T18:54:00+00:00,bigquery,v3,gemini-1.5-flash,8,6,1,1,0.753,91.91,1208,1210,754,0.00069,0,1
rag-eval-000236,2026-01-02T19:05:00+00:00,monitoring,v3,gemini-1.5-pro,3,3,0.592,0.351,0.458,34.7,1479,1052,498,0.00276,1,0
rag-eval-000237,2026-01-02T19:16:00+00:00,terraform,v1,claude-haiku,8,7,0.604,0.748,0.857,77.45,1230,1078,357,0.0048,0,1
rag-eval-000238,2026-01-02T19:27:00+00:00,cloud-run,v3,gemini-1.5-pro,10,10,0.624,0.384,0.37,27.59,1152,1252,540,0.00456,1,0
rag-eval-000239,2026-01-02T19:38:00+00:00,terraform,v3,gemini-1.5-pro,5,3,1,1,0.893,100,876,918,550,0.00327,0,1
rag-eval-000240,2026-01-02T19:49:00+00:00,monitoring,v3,openai-gpt-4o-mini,5,6,1,1,1,98.41,1224,1105,331,0.00381,0,1
rag-eval-000241,2026-01-02T20:00:00+00:00,vertex-ai,v1,gemini-1.5-pro,5,4,0.92,0.947,1,90.46,931,745,487,0.00247,0,1
rag-eval-000242,2026-01-02T20:11:00+00:00,security,v1,openai-gpt-4o-mini,5,4,0.792,0.586,0.501,70.54,1472,1136,400,0.00303,0,0
rag-eval-000243,2026-01-02T20:22:00+00:00,cloud-run,v3,openai-gpt-4o-mini,5,6,1,1,0.875,98.88,1000,1484,446,0.00631,0,1
rag-eval-000244,2026-01-02T20:33:00+00:00,gke,v1,gemini-1.5-flash,10,6,0.628,0.651,0.777,52.31,1148,1104,526,0.00317,0,1
rag-eval-000245,2026-01-02T20:44:00+00:00,bigquery,v3,openai-gpt-4o-mini,3,1,0.364,0.34,0.332,46.72,1482,803,225,0.0015,1,0
rag-eval-000246,2026-01-02T20:55:00+00:00,monitoring,v3,gemini-1.5-pro,5,4,0.993,0.859,0.768,88.7,1335,764,419,0.00436,0,1
rag-eval-000247,2026-01-02T21:06:00+00:00,monitoring,v3,gemini-1.5-pro,8,6,0.843,1,1,97.33,889,1025,536,0.00464,0,1
rag-eval-000248,2026-01-02T21:17:00+00:00,terraform,v1,gemini-1.5-flash,8,7,0.626,0.849,0.868,94.5,1348,1475,599,0.0047,0,1
rag-eval-000249,2026-01-02T21:28:00+00:00,cloud-run,v3,openai-gpt-4o-mini,5,4,0.699,0.789,0.758,82.34,854,806,443,0.00306,0,1
rag-eval-000250,2026-01-02T21:39:00+00:00,security,v3,gemini-1.5-pro,10,8,0.574,0.571,0.585,54.87,1281,1166,664,0.00057,0,0
rag-eval-000251,2026-01-02T21:50:00+00:00,terraform,v1,gemini-1.5-pro,3,1,0.406,0.395,0.378,46.55,1334,693,328,0.00159,1,0
rag-eval-000252,2026-01-02T22:01:00+00:00,terraform,v2,gemini-1.5-flash,8,8,0.501,0.113,0.175,8.53,1004,1348,684,0.00124,1,0
rag-eval-000253,2026-01-02T22:12:00+00:00,terraform,v1,openai-gpt-4o-mini,3,2,0.69,0.971,1,80.76,1406,1134,447,0.00372,0,1
rag-eval-000254,2026-01-02T22:23:00+00:00,cloud-run,v3,gemini-1.5-pro,5,6,0.934,1,1,100,1358,771,289,0.00211,0,1
rag-eval-000255,2026-01-02T22:34:00+00:00,gke,v2,claude-haiku,5,4,0.551,0.845,0.819,77.67,1521,584,220,0.00292,0,1
rag-eval-000256,2026-01-02T22:45:00+00:00,gke,v2,openai-gpt-4o-mini,5,2,0.909,0.842,0.713,59.45,900,1333,351,0.00454,0,1
rag-eval-000257,2026-01-02T22:56:00+00:00,monitoring,v1,openai-gpt-4o-mini,5,3,0.646,0.879,1,83.71,1384,674,292,0.00302,0,1
rag-eval-000258,2026-01-02T23:07:00+00:00,security,v3,gemini-1.5-flash,5,3,0.685,0.695,0.611,72.51,1253,1326,597,0.00354,0,1
rag-eval-000259,2026-01-02T23:18:00+00:00,monitoring,v1,openai-gpt-4o-mini,8,7,0.555,0.643,0.711,66.85,1049,900,558,0.00337,0,0
rag-eval-000260,2026-01-02T23:29:00+00:00,gke,v1,openai-gpt-4o-mini,8,4,0.963,0.809,0.957,88.23,1453,1351,664,0.00517,1,0
rag-eval-000261,2026-01-02T23:40:00+00:00,bigquery,v2,gemini-1.5-pro,8,5,0.895,0.919,1,90.89,1463,1242,601,0.00515,0,1
rag-eval-000262,2026-01-02T23:51:00+00:00,monitoring,v2,claude-haiku,5,5,0.748,0.759,0.698,85.06,1113,601,408,0.00039,0,1
rag-eval-000263,2026-01-03T00:02:00+00:00,bigquery,v2,gemini-1.5-pro,8,7,1,0.873,0.951,93.11,1130,1296,766,0.00642,0,1
rag-eval-000264,2026-01-03T00:13:00+00:00,monitoring,v3,gemini-1.5-flash,10,6,0.529,0.322,0.231,42.2,1372,1256,590,0.00401,1,0
rag-eval-000265,2026-01-03T00:24:00+00:00,terraform,v1,gemini-1.5-flash,3,1,1,0.951,0.92,97.49,444,522,267,0.00282,0,1
rag-eval-000266,2026-01-03T00:35:00+00:00,terraform,v2,claude-haiku,3,4,0.826,1,0.832,99.13,1262,932,417,0.00368,0,1
rag-eval-000267,2026-01-03T00:46:00+00:00,vertex-ai,v3,claude-haiku,3,2,0.429,0.048,0.117,0,1153,644,456,0.00304,1,0
rag-eval-000268,2026-01-03T00:57:00+00:00,cloud-run,v1,gemini-1.5-pro,8,7,1,1,0.798,92.52,1593,1499,779,0.00551,0,1
rag-eval-000269,2026-01-03T01:08:00+00:00,cloud-run,v2,gemini-1.5-flash,8,7,0.545,0.566,0.581,63.68,1147,1057,470,0.0044,0,0
rag-eval-000270,2026-01-03T01:19:00+00:00,terraform,v1,gemini-1.5-pro,3,2,0.547,0.413,0.323,41.29,878,915,345,0.00037,1,0
rag-eval-000271,2026-01-03T01:30:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,8,6,0.731,0.688,0.638,39.24,1118,1320,613,0.00127,0,1
rag-eval-000272,2026-01-03T01:41:00+00:00,security,v3,openai-gpt-4o-mini,8,7,0.736,0.849,1,87.54,1261,1293,617,0.00288,0,1
rag-eval-000273,2026-01-03T01:52:00+00:00,gke,v2,claude-haiku,3,1,0.623,0.639,0.767,65.75,1487,740,290,0.00126,0,0
rag-eval-000274,2026-01-03T02:03:00+00:00,vertex-ai,v2,claude-haiku,8,4,0.846,0.951,0.902,88.73,1146,793,445,0.00199,0,1
rag-eval-000275,2026-01-03T02:14:00+00:00,bigquery,v3,gemini-1.5-pro,10,8,0.761,0.592,0.769,51.27,1269,1506,389,0.00122,0,0
rag-eval-000276,2026-01-03T02:25:00+00:00,cloud-run,v1,claude-haiku,5,3,0.899,0.79,0.851,81.07,1264,1016,601,0.00332,0,1
rag-eval-000277,2026-01-03T02:36:00+00:00,security,v1,gemini-1.5-flash,3,1,0.515,0.602,0.477,69.99,773,731,246,0.00272,0,0
rag-eval-000278,2026-01-03T02:47:00+00:00,bigquery,v2,openai-gpt-4o-mini,3,4,0.693,0.778,0.651,41.38,1349,671,284,0.00184,0,1
rag-eval-000279,2026-01-03T02:58:00+00:00,monitoring,v2,claude-haiku,10,9,0.719,0.7,0.639,61.09,1296,1211,537,0.00279,0,1
rag-eval-000280,2026-01-03T03:09:00+00:00,terraform,v1,claude-haiku,5,5,0.761,0.585,0.644,49.1,701,721,322,0.00051,0,0
rag-eval-000281,2026-01-03T03:20:00+00:00,gke,v1,gemini-1.5-flash,5,4,0.839,0.847,0.836,91.07,1174,1093,402,0.00042,0,1
rag-eval-000282,2026-01-03T03:31:00+00:00,cloud-run,v2,gemini-1.5-pro,3,1,0.927,1,1,91.97,1030,692,201,0.00173,0,1
rag-eval-000283,2026-01-03T03:42:00+00:00,monitoring,v3,gemini-1.5-flash,3,2,0.76,0.843,0.849,69.88,1097,652,298,0.00099,0,1
rag-eval-000284,2026-01-03T03:53:00+00:00,bigquery,v2,claude-haiku,8,6,0.935,0.854,0.876,70.79,1389,1241,427,0.00338,1,0
rag-eval-000285,2026-01-03T04:04:00+00:00,vertex-ai,v3,claude-haiku,10,10,0.745,0.777,0.652,92.24,1592,1058,399,0.00311,0,1
rag-eval-000286,2026-01-03T04:15:00+00:00,bigquery,v3,openai-gpt-4o-mini,8,5,0.783,0.748,0.815,85.5,1138,1470,625,0.00635,0,1
rag-eval-000287,2026-01-03T04:26:00+00:00,terraform,v2,gemini-1.5-pro,5,5,0.698,0.721,0.781,43.55,1273,1104,687,0.00357,0,1
rag-eval-000288,2026-01-03T04:37:00+00:00,bigquery,v2,openai-gpt-4o-mini,3,2,0.765,0.888,0.723,100,1390,889,463,0.00143,0,1
rag-eval-000289,2026-01-03T04:48:00+00:00,monitoring,v2,gemini-1.5-flash,10,8,0.81,1,0.959,74.74,1076,1379,644,0.00478,0,1
rag-eval-000290,2026-01-03T04:59:00+00:00,vertex-ai,v1,gemini-1.5-flash,3,1,0.658,0.513,0.526,38.52,1281,970,414,0.00125,1,0
rag-eval-000291,2026-01-03T05:10:00+00:00,cloud-run,v3,gemini-1.5-flash,10,8,0.826,0.752,0.652,70.56,1666,902,378,0.00418,0,1
rag-eval-000292,2026-01-03T05:21:00+00:00,bigquery,v3,claude-haiku,5,3,0.904,0.988,1,96.91,1557,1044,659,0.00447,0,1
rag-eval-000293,2026-01-03T05:32:00+00:00,terraform,v2,gemini-1.5-pro,10,9,0.612,0.569,0.153,38.36,1441,976,635,0.0023,0,0
rag-eval-000294,2026-01-03T05:43:00+00:00,cloud-run,v3,gemini-1.5-flash,10,7,0.726,0.89,0.802,100,1161,1181,580,0.00087,0,1
rag-eval-000295,2026-01-03T05:54:00+00:00,gke,v2,openai-gpt-4o-mini,3,1,0.538,0.332,0.202,19.05,1287,682,251,0.00074,1,0
rag-eval-000296,2026-01-03T06:05:00+00:00,monitoring,v3,openai-gpt-4o-mini,10,8,0.557,0.721,0.845,75.22,1231,1411,608,0.00467,0,1
rag-eval-000297,2026-01-03T06:16:00+00:00,terraform,v2,openai-gpt-4o-mini,8,8,0.656,0.256,0.583,29.73,1151,1171,600,0.00082,1,0
rag-eval-000298,2026-01-03T06:27:00+00:00,monitoring,v2,openai-gpt-4o-mini,5,4,1,0.807,0.655,81.38,708,883,420,0.00536,0,1
rag-eval-000299,2026-01-03T06:38:00+00:00,monitoring,v3,claude-haiku,8,6,0.677,0.528,0.681,49.84,1045,976,438,0.00425,1,0
rag-eval-000300,2026-01-03T06:49:00+00:00,security,v2,claude-haiku,5,5,0.782,0.894,1,86.44,1265,645,310,0.00184,0,1
rag-eval-000301,2026-01-03T07:00:00+00:00,bigquery,v2,gemini-1.5-flash,3,1,0.918,0.854,0.75,59.12,1091,820,310,0.0035,0,1
rag-eval-000302,2026-01-03T07:11:00+00:00,bigquery,v3,openai-gpt-4o-mini,10,7,0.932,0.934,0.892,98.38,1665,1400,623,0.00381,0,1
rag-eval-000303,2026-01-03T07:22:00+00:00,gke,v1,openai-gpt-4o-mini,3,3,0.705,0.899,1,85.49,1247,785,449,0.00241,0,1
rag-eval-000304,2026-01-03T07:33:00+00:00,gke,v3,gemini-1.5-pro,10,6,0.721,0.952,0.99,100,1249,1421,476,0.00674,0,1
rag-eval-000305,2026-01-03T07:44:00+00:00,monitoring,v3,claude-haiku,3,4,0.635,0.477,0.45,37.65,1202,742,375,0.0007,1,0
rag-eval-000306,2026-01-03T07:55:00+00:00,bigquery,v1,openai-gpt-4o-mini,10,8,0.676,0.691,0.769,54.23,974,1329,414,0.00276,0,1
rag-eval-000307,2026-01-03T08:06:00+00:00,security,v3,gemini-1.5-pro,3,3,0.682,0.915,0.924,70.38,1061,861,412,0.0026,0,1
rag-eval-000308,2026-01-03T08:17:00+00:00,terraform,v2,openai-gpt-4o-mini,5,5,0.742,0.648,0.682,44.62,1476,880,381,0.00314,0,0
rag-eval-000309,2026-01-03T08:28:00+00:00,terraform,v1,gemini-1.5-flash,3,2,0.736,0.634,0.691,57.29,951,1062,535,0.00333,0,0
rag-eval-000310,2026-01-03T08:39:00+00:00,security,v2,gemini-1.5-pro,10,7,0.659,0.848,0.938,89.79,1393,1448,632,0.00526,0,1
rag-eval-000311,2026-01-03T08:50:00+00:00,security,v2,openai-gpt-4o-mini,5,4,0.944,0.905,0.909,100,1240,776,531,0.00325,0,1
rag-eval-000312,2026-01-03T09:01:00+00:00,monitoring,v3,gemini-1.5-flash,3,1,0.472,0.349,0.404,21.56,1241,577,203,0.00163,1,0
rag-eval-000313,2026-01-03T09:12:00+00:00,terraform,v1,claude-haiku,10,10,0.636,0.744,0.67,64.49,1499,1386,494,0.00749,0,1
rag-eval-000314,2026-01-03T09:23:00+00:00,terraform,v1,openai-gpt-4o-mini,5,4,0.714,0.789,0.854,65.68,1001,756,312,0.00042,0,1
rag-eval-000315,2026-01-03T09:34:00+00:00,monitoring,v3,openai-gpt-4o-mini,8,6,0.568,0.613,0.617,65.07,1213,1024,670,0.00499,0,0
rag-eval-000316,2026-01-03T09:45:00+00:00,monitoring,v1,openai-gpt-4o-mini,8,6,0.694,0.81,0.576,72.35,1335,1120,393,0.00537,0,1
rag-eval-000317,2026-01-03T09:56:00+00:00,terraform,v3,gemini-1.5-pro,3,2,0.941,0.907,0.98,92.22,1096,777,308,0.00155,0,1
rag-eval-000318,2026-01-03T10:07:00+00:00,gke,v3,gemini-1.5-flash,3,2,0.714,0.75,1,80.55,956,488,245,0.00142,0,1
rag-eval-000319,2026-01-03T10:18:00+00:00,terraform,v3,gemini-1.5-flash,8,6,0.882,0.89,0.886,84.47,1144,1376,729,0.00609,0,1
rag-eval-000320,2026-01-03T10:29:00+00:00,vertex-ai,v2,claude-haiku,10,11,0.539,0.412,0.44,37.22,1158,1529,640,0.00487,1,0
rag-eval-000321,2026-01-03T10:40:00+00:00,bigquery,v3,claude-haiku,3,1,0.861,1,1,86.1,1083,831,354,0.00264,0,1
rag-eval-000322,2026-01-03T10:51:00+00:00,cloud-run,v3,claude-haiku,10,7,0.671,0.81,0.682,87.12,1238,1586,763,0.00395,0,1
rag-eval-000323,2026-01-03T11:02:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,10,7,0.689,0.525,0.573,38.55,1278,1178,606,0.00262,1,0
rag-eval-000324,2026-01-03T11:13:00+00:00,bigquery,v2,gemini-1.5-flash,5,4,0.698,0.86,0.941,75.19,1053,843,394,0.00181,0,1
rag-eval-000325,2026-01-03T11:24:00+00:00,security,v3,openai-gpt-4o-mini,10,8,0.568,0.29,0.054,22.37,1150,1363,482,0.00379,1,0
rag-eval-000326,2026-01-03T11:35:00+00:00,cloud-run,v2,gemini-1.5-flash,5,5,0.482,0.283,0.346,26.24,1291,1022,514,0.00152,1,0
rag-eval-000327,2026-01-03T11:46:00+00:00,gke,v2,openai-gpt-4o-mini,10,7,0.904,0.841,0.86,100,1497,958,482,0.00471,0,1
rag-eval-000328,2026-01-03T11:57:00+00:00,cloud-run,v1,claude-haiku,3,2,0.722,0.854,0.737,85.45,1886,924,599,0.00073,0,0
rag-eval-000329,2026-01-03T12:08:00+00:00,terraform,v3,gemini-1.5-pro,3,3,0.602,0.647,0.504,61.29,1409,901,301,0.00056,0,0
rag-eval-000330,2026-01-03T12:19:00+00:00,security,v1,openai-gpt-4o-mini,5,4,0.537,0.362,0.28,35.51,1398,681,481,0.00129,1,0
rag-eval-000331,2026-01-03T12:30:00+00:00,security,v3,gemini-1.5-flash,8,5,0.857,1,0.953,96.11,1016,1233,391,0.00497,0,1
rag-eval-000332,2026-01-03T12:41:00+00:00,bigquery,v1,gemini-1.5-pro,3,3,0.609,0.719,0.806,69.53,958,853,524,0.00113,0,1
rag-eval-000333,2026-01-03T12:52:00+00:00,bigquery,v3,gemini-1.5-flash,3,3,0.672,0.642,0.641,72.26,950,685,284,0.00301,0,0
rag-eval-000334,2026-01-03T13:03:00+00:00,terraform,v2,gemini-1.5-pro,3,4,0.906,0.951,0.932,100,783,1039,415,0.00355,0,1
rag-eval-000335,2026-01-03T13:14:00+00:00,vertex-ai,v1,openai-gpt-4o-mini,3,1,0.643,0.638,0.676,63.68,934,1087,459,0.00316,0,0
rag-eval-000336,2026-01-03T13:25:00+00:00,terraform,v3,gemini-1.5-pro,10,11,0.67,0.559,0.569,40.69,1309,1221,761,0.00045,0,0
rag-eval-000337,2026-01-03T13:36:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,10,10,0.778,0.891,0.891,99.65,1102,1245,534,0.00393,0,1
rag-eval-000338,2026-01-03T13:47:00+00:00,vertex-ai,v1,claude-haiku,10,9,0.411,0.552,0.506,26.55,1407,1919,828,0.00333,1,0
rag-eval-000339,2026-01-03T13:58:00+00:00,bigquery,v2,gemini-1.5-pro,10,10,0.787,0.918,0.905,64.69,1290,1409,440,0.00632,0,1
rag-eval-000340,2026-01-03T14:09:00+00:00,monitoring,v3,gemini-1.5-flash,3,1,0.655,0.662,0.606,76.55,1255,893,343,0.00041,0,1
rag-eval-000341,2026-01-03T14:20:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,3,1,0.597,0.679,0.537,74.84,811,905,498,0.0037,0,1
rag-eval-000342,2026-01-03T14:31:00+00:00,gke,v3,gemini-1.5-pro,10,8,0.879,0.627,0.613,63.26,1342,1325,670,0.00226,0,0
rag-eval-000343,2026-01-03T14:42:00+00:00,security,v1,openai-gpt-4o-mini,5,3,0.805,0.757,0.719,82.61,1554,676,349,0.00078,0,1
rag-eval-000344,2026-01-03T14:53:00+00:00,bigquery,v3,openai-gpt-4o-mini,3,2,0.482,0.444,0.38,47.03,910,1037,384,0.00035,1,0
